date,sku,category,units_sold,unit_cost,is_promo_day,is_stockout_day
2024-06-18,CSD-COLA-500ML,Carbonated Soft Drinks,524,0.85,False,False
2024-06-19,CSD-COLA-500ML,Carbonated Soft Drinks,436,0.85,False,False
2024-06-20,CSD-COLA-500ML,Carbonated Soft Drinks,649,0.85,False,False
2024-06-21,CSD-COLA-500ML,Carbonated Soft Drinks,813,0.85,False,False
2024-06-22,CSD-COLA-500ML,Carbonated Soft Drinks,779,0.85,False,False
2024-06-23,CSD-COLA-500ML,Carbonated Soft Drinks,635,0.85,False,False
2024-06-24,CSD-COLA-500ML,Carbonated Soft Drinks,576,0.85,False,False
2024-06-25,CSD-COLA-500ML,Carbonated Soft Drinks,626,0.85,False,False
2024-06-26,CSD-COLA-500ML,Carbonated Soft Drinks,554,0.85,False,False
2024-06-27,CSD-COLA-500ML,Carbonated Soft Drinks,696,0.85,False,False
2024-06-28,CSD-COLA-500ML,Carbonated Soft Drinks,1119,0.85,True,False
2024-06-29,CSD-COLA-500ML,Carbonated Soft Drinks,765,0.85,False,False
2024-06-30,CSD-COLA-500ML,Carbonated Soft Drinks,548,0.85,False,False
2024-07-01,CSD-COLA-500ML,Carbonated Soft Drinks,586,0.85,False,False
2024-07-02,CSD-COLA-500ML,Carbonated Soft Drinks,646,0.85,False,False
2024-07-03,CSD-COLA-500ML,Carbonated Soft Drinks,605,0.85,False,False
2024-07-04,CSD-COLA-500ML,Carbonated Soft Drinks,779,0.85,False,False
2024-07-05,CSD-COLA-500ML,Carbonated Soft Drinks,804,0.85,False,False
2024-07-06,CSD-COLA-500ML,Carbonated Soft Drinks,842,0.85,False,False
2024-07-07,CSD-COLA-500ML,Carbonated Soft Drinks,641,0.85,True,False
2024-07-08,CSD-COLA-500ML,Carbonated Soft Drinks,486,0.85,False,False
2024-07-09,CSD-COLA-500ML,Carbonated Soft Drinks,615,0.85,False,False
2024-07-10,CSD-COLA-500ML,Carbonated Soft Drinks,682,0.85,False,False
2024-07-11,CSD-COLA-500ML,Carbonated Soft Drinks,737,0.85,False,False
2024-07-12,CSD-COLA-500ML,Carbonated Soft Drinks,706,0.85,False,False
2024-07-13,CSD-COLA-500ML,Carbonated Soft Drinks,827,0.85,False,False
2024-07-14,CSD-COLA-500ML,Carbonated Soft Drinks,604,0.85,False,False
2024-07-15,CSD-COLA-500ML,Carbonated Soft Drinks,495,0.85,False,False
2024-07-16,CSD-COLA-500ML,Carbonated Soft Drinks,655,0.85,False,False
2024-07-17,CSD-COLA-500ML,Carbonated Soft Drinks,621,0.85,False,False
2024-07-18,CSD-COLA-500ML,Carbonated Soft Drinks,700,0.85,False,False
2024-07-19,CSD-COLA-500ML,Carbonated Soft Drinks,785,0.85,False,False
2024-07-20,CSD-COLA-500ML,Carbonated Soft Drinks,790,0.85,False,False
2024-07-21,CSD-COLA-500ML,Carbonated Soft Drinks,595,0.85,False,False
2024-07-22,CSD-COLA-500ML,Carbonated Soft Drinks,653,0.85,False,False
2024-07-23,CSD-COLA-500ML,Carbonated Soft Drinks,531,0.85,False,False
2024-07-24,CSD-COLA-500ML,Carbonated Soft Drinks,548,0.85,False,False
2024-07-25,CSD-COLA-500ML,Carbonated Soft Drinks,748,0.85,False,False
2024-07-26,CSD-COLA-500ML,Carbonated Soft Drinks,967,0.85,False,False
2024-07-27,CSD-COLA-500ML,Carbonated Soft Drinks,868,0.85,False,False
2024-07-28,CSD-COLA-500ML,Carbonated Soft Drinks,592,0.85,False,False
2024-07-29,CSD-COLA-500ML,Carbonated Soft Drinks,622,0.85,False,False
2024-07-30,CSD-COLA-500ML,Carbonated Soft Drinks,503,0.85,False,False
2024-07-31,CSD-COLA-500ML,Carbonated Soft Drinks,515,0.85,False,False
2024-08-01,CSD-COLA-500ML,Carbonated Soft Drinks,699,0.85,False,False
2024-08-02,CSD-COLA-500ML,Carbonated Soft Drinks,743,0.85,False,False
2024-08-03,CSD-COLA-500ML,Carbonated Soft Drinks,700,0.85,False,False
2024-08-04,CSD-COLA-500ML,Carbonated Soft Drinks,578,0.85,False,False
2024-08-05,CSD-COLA-500ML,Carbonated Soft Drinks,569,0.85,False,False
2024-08-06,CSD-COLA-500ML,Carbonated Soft Drinks,583,0.85,False,False
2024-08-07,CSD-COLA-500ML,Carbonated Soft Drinks,646,0.85,False,False
2024-08-08,CSD-COLA-500ML,Carbonated Soft Drinks,644,0.85,False,False
2024-08-09,CSD-COLA-500ML,Carbonated Soft Drinks,670,0.85,False,False
2024-08-10,CSD-COLA-500ML,Carbonated Soft Drinks,722,0.85,False,False
2024-08-11,CSD-COLA-500ML,Carbonated Soft Drinks,504,0.85,False,False
2024-08-12,CSD-COLA-500ML,Carbonated Soft Drinks,637,0.85,False,False
2024-08-13,CSD-COLA-500ML,Carbonated Soft Drinks,618,0.85,False,False
2024-08-14,CSD-COLA-500ML,Carbonated Soft Drinks,637,0.85,False,False
2024-08-15,CSD-COLA-500ML,Carbonated Soft Drinks,662,0.85,False,False
2024-08-16,CSD-COLA-500ML,Carbonated Soft Drinks,760,0.85,False,False
2024-08-17,CSD-COLA-500ML,Carbonated Soft Drinks,685,0.85,False,False
2024-08-18,CSD-COLA-500ML,Carbonated Soft Drinks,480,0.85,False,False
2024-08-19,CSD-COLA-500ML,Carbonated Soft Drinks,622,0.85,False,False
2024-08-20,CSD-COLA-500ML,Carbonated Soft Drinks,620,0.85,False,False
2024-08-21,CSD-COLA-500ML,Carbonated Soft Drinks,542,0.85,False,False
2024-08-22,CSD-COLA-500ML,Carbonated Soft Drinks,664,0.85,False,False
2024-08-23,CSD-COLA-500ML,Carbonated Soft Drinks,863,0.85,False,False
2024-08-24,CSD-COLA-500ML,Carbonated Soft Drinks,818,0.85,False,False
2024-08-25,CSD-COLA-500ML,Carbonated Soft Drinks,450,0.85,False,False
2024-08-26,CSD-COLA-500ML,Carbonated Soft Drinks,599,0.85,False,False
2024-08-27,CSD-COLA-500ML,Carbonated Soft Drinks,516,0.85,False,False
2024-08-28,CSD-COLA-500ML,Carbonated Soft Drinks,666,0.85,False,False
2024-08-29,CSD-COLA-500ML,Carbonated Soft Drinks,726,0.85,False,False
2024-08-30,CSD-COLA-500ML,Carbonated Soft Drinks,695,0.85,False,False
2024-08-31,CSD-COLA-500ML,Carbonated Soft Drinks,776,0.85,False,False
2024-09-01,CSD-COLA-500ML,Carbonated Soft Drinks,491,0.85,False,False
2024-09-02,CSD-COLA-500ML,Carbonated Soft Drinks,499,0.85,False,False
2024-09-03,CSD-COLA-500ML,Carbonated Soft Drinks,510,0.85,False,False
2024-09-04,CSD-COLA-500ML,Carbonated Soft Drinks,521,0.85,False,False
2024-09-05,CSD-COLA-500ML,Carbonated Soft Drinks,452,0.85,False,False
2024-09-06,CSD-COLA-500ML,Carbonated Soft Drinks,538,0.85,False,False
2024-09-07,CSD-COLA-500ML,Carbonated Soft Drinks,810,0.85,False,False
2024-09-08,CSD-COLA-500ML,Carbonated Soft Drinks,0,0.85,False,True
2024-09-09,CSD-COLA-500ML,Carbonated Soft Drinks,441,0.85,False,False
2024-09-10,CSD-COLA-500ML,Carbonated Soft Drinks,467,0.85,False,False
2024-09-11,CSD-COLA-500ML,Carbonated Soft Drinks,554,0.85,False,False
2024-09-12,CSD-COLA-500ML,Carbonated Soft Drinks,625,0.85,False,False
2024-09-13,CSD-COLA-500ML,Carbonated Soft Drinks,647,0.85,False,False
2024-09-14,CSD-COLA-500ML,Carbonated Soft Drinks,753,0.85,False,False
2024-09-15,CSD-COLA-500ML,Carbonated Soft Drinks,446,0.85,False,False
2024-09-16,CSD-COLA-500ML,Carbonated Soft Drinks,530,0.85,False,False
2024-09-17,CSD-COLA-500ML,Carbonated Soft Drinks,636,0.85,False,False
2024-09-18,CSD-COLA-500ML,Carbonated Soft Drinks,553,0.85,False,False
2024-09-19,CSD-COLA-500ML,Carbonated Soft Drinks,543,0.85,False,False
2024-09-20,CSD-COLA-500ML,Carbonated Soft Drinks,755,0.85,False,False
2024-09-21,CSD-COLA-500ML,Carbonated Soft Drinks,762,0.85,False,False
2024-09-22,CSD-COLA-500ML,Carbonated Soft Drinks,460,0.85,False,False
2024-09-23,CSD-COLA-500ML,Carbonated Soft Drinks,439,0.85,False,False
2024-09-24,CSD-COLA-500ML,Carbonated Soft Drinks,445,0.85,False,False
2024-09-25,CSD-COLA-500ML,Carbonated Soft Drinks,500,0.85,False,False
2024-09-26,CSD-COLA-500ML,Carbonated Soft Drinks,694,0.85,False,False
2024-09-27,CSD-COLA-500ML,Carbonated Soft Drinks,600,0.85,False,False
2024-09-28,CSD-COLA-500ML,Carbonated Soft Drinks,703,0.85,False,False
2024-09-29,CSD-COLA-500ML,Carbonated Soft Drinks,531,0.85,False,False
2024-09-30,CSD-COLA-500ML,Carbonated Soft Drinks,483,0.85,False,False
2024-10-01,CSD-COLA-500ML,Carbonated Soft Drinks,410,0.85,False,False
2024-10-02,CSD-COLA-500ML,Carbonated Soft Drinks,456,0.85,False,False
2024-10-03,CSD-COLA-500ML,Carbonated Soft Drinks,542,0.85,False,False
2024-10-04,CSD-COLA-500ML,Carbonated Soft Drinks,575,0.85,False,False
2024-10-05,CSD-COLA-500ML,Carbonated Soft Drinks,952,0.85,True,False
2024-10-06,CSD-COLA-500ML,Carbonated Soft Drinks,447,0.85,False,False
2024-10-07,CSD-COLA-500ML,Carbonated Soft Drinks,451,0.85,False,False
2024-10-08,CSD-COLA-500ML,Carbonated Soft Drinks,415,0.85,False,False
2024-10-09,CSD-COLA-500ML,Carbonated Soft Drinks,452,0.85,False,False
2024-10-10,CSD-COLA-500ML,Carbonated Soft Drinks,475,0.85,False,False
2024-10-11,CSD-COLA-500ML,Carbonated Soft Drinks,613,0.85,False,False
2024-10-12,CSD-COLA-500ML,Carbonated Soft Drinks,525,0.85,False,False
2024-10-13,CSD-COLA-500ML,Carbonated Soft Drinks,444,0.85,False,False
2024-10-14,CSD-COLA-500ML,Carbonated Soft Drinks,384,0.85,False,False
2024-10-15,CSD-COLA-500ML,Carbonated Soft Drinks,476,0.85,False,False
2024-10-16,CSD-COLA-500ML,Carbonated Soft Drinks,407,0.85,False,False
2024-10-17,CSD-COLA-500ML,Carbonated Soft Drinks,527,0.85,False,False
2024-10-18,CSD-COLA-500ML,Carbonated Soft Drinks,614,0.85,False,False
2024-10-19,CSD-COLA-500ML,Carbonated Soft Drinks,670,0.85,False,False
2024-10-20,CSD-COLA-500ML,Carbonated Soft Drinks,545,0.85,False,False
2024-10-21,CSD-COLA-500ML,Carbonated Soft Drinks,499,0.85,False,False
2024-10-22,CSD-COLA-500ML,Carbonated Soft Drinks,361,0.85,False,False
2024-10-23,CSD-COLA-500ML,Carbonated Soft Drinks,472,0.85,False,False
2024-10-24,CSD-COLA-500ML,Carbonated Soft Drinks,616,0.85,False,False
2024-10-25,CSD-COLA-500ML,Carbonated Soft Drinks,526,0.85,False,False
2024-10-26,CSD-COLA-500ML,Carbonated Soft Drinks,566,0.85,False,False
2024-10-27,CSD-COLA-500ML,Carbonated Soft Drinks,414,0.85,False,False
2024-10-28,CSD-COLA-500ML,Carbonated Soft Drinks,541,0.85,False,False
2024-10-29,CSD-COLA-500ML,Carbonated Soft Drinks,376,0.85,False,False
2024-10-30,CSD-COLA-500ML,Carbonated Soft Drinks,460,0.85,False,False
2024-10-31,CSD-COLA-500ML,Carbonated Soft Drinks,452,0.85,False,False
2024-11-01,CSD-COLA-500ML,Carbonated Soft Drinks,526,0.85,False,False
2024-11-02,CSD-COLA-500ML,Carbonated Soft Drinks,517,0.85,False,False
2024-11-03,CSD-COLA-500ML,Carbonated Soft Drinks,397,0.85,False,False
2024-11-04,CSD-COLA-500ML,Carbonated Soft Drinks,392,0.85,False,False
2024-11-05,CSD-COLA-500ML,Carbonated Soft Drinks,394,0.85,False,False
2024-11-06,CSD-COLA-500ML,Carbonated Soft Drinks,442,0.85,False,False
2024-11-07,CSD-COLA-500ML,Carbonated Soft Drinks,455,0.85,False,False
2024-11-08,CSD-COLA-500ML,Carbonated Soft Drinks,456,0.85,False,False
2024-11-09,CSD-COLA-500ML,Carbonated Soft Drinks,468,0.85,False,False
2024-11-10,CSD-COLA-500ML,Carbonated Soft Drinks,358,0.85,False,False
2024-11-11,CSD-COLA-500ML,Carbonated Soft Drinks,0,0.85,False,True
2024-11-12,CSD-COLA-500ML,Carbonated Soft Drinks,433,0.85,False,False
2024-11-13,CSD-COLA-500ML,Carbonated Soft Drinks,390,0.85,False,False
2024-11-14,CSD-COLA-500ML,Carbonated Soft Drinks,477,0.85,False,False
2024-11-15,CSD-COLA-500ML,Carbonated Soft Drinks,703,0.85,True,False
2024-11-16,CSD-COLA-500ML,Carbonated Soft Drinks,499,0.85,False,False
2024-11-17,CSD-COLA-500ML,Carbonated Soft Drinks,344,0.85,False,False
2024-11-18,CSD-COLA-500ML,Carbonated Soft Drinks,327,0.85,False,False
2024-11-19,CSD-COLA-500ML,Carbonated Soft Drinks,417,0.85,False,False
2024-11-20,CSD-COLA-500ML,Carbonated Soft Drinks,359,0.85,False,False
2024-11-21,CSD-COLA-500ML,Carbonated Soft Drinks,424,0.85,False,False
2024-11-22,CSD-COLA-500ML,Carbonated Soft Drinks,485,0.85,False,False
2024-11-23,CSD-COLA-500ML,Carbonated Soft Drinks,463,0.85,False,False
2024-11-24,CSD-COLA-500ML,Carbonated Soft Drinks,350,0.85,False,False
2024-11-25,CSD-COLA-500ML,Carbonated Soft Drinks,350,0.85,False,False
2024-11-26,CSD-COLA-500ML,Carbonated Soft Drinks,298,0.85,False,False
2024-11-27,CSD-COLA-500ML,Carbonated Soft Drinks,345,0.85,False,False
2024-11-28,CSD-COLA-500ML,Carbonated Soft Drinks,409,0.85,False,False
2024-11-29,CSD-COLA-500ML,Carbonated Soft Drinks,475,0.85,False,False
2024-11-30,CSD-COLA-500ML,Carbonated Soft Drinks,578,0.85,False,False
2024-12-01,CSD-COLA-500ML,Carbonated Soft Drinks,252,0.85,False,False
2024-12-02,CSD-COLA-500ML,Carbonated Soft Drinks,299,0.85,False,False
2024-12-03,CSD-COLA-500ML,Carbonated Soft Drinks,265,0.85,False,False
2024-12-04,CSD-COLA-500ML,Carbonated Soft Drinks,363,0.85,False,False
2024-12-05,CSD-COLA-500ML,Carbonated Soft Drinks,323,0.85,False,False
2024-12-06,CSD-COLA-500ML,Carbonated Soft Drinks,402,0.85,False,False
2024-12-07,CSD-COLA-500ML,Carbonated Soft Drinks,496,0.85,False,False
2024-12-08,CSD-COLA-500ML,Carbonated Soft Drinks,263,0.85,False,False
2024-12-09,CSD-COLA-500ML,Carbonated Soft Drinks,303,0.85,False,False
2024-12-10,CSD-COLA-500ML,Carbonated Soft Drinks,238,0.85,False,False
2024-12-11,CSD-COLA-500ML,Carbonated Soft Drinks,445,0.85,False,False
2024-12-12,CSD-COLA-500ML,Carbonated Soft Drinks,344,0.85,False,False
2024-12-13,CSD-COLA-500ML,Carbonated Soft Drinks,401,0.85,False,False
2024-12-14,CSD-COLA-500ML,Carbonated Soft Drinks,419,0.85,False,False
2024-12-15,CSD-COLA-500ML,Carbonated Soft Drinks,325,0.85,False,False
2024-12-16,CSD-COLA-500ML,Carbonated Soft Drinks,311,0.85,False,False
2024-12-17,CSD-COLA-500ML,Carbonated Soft Drinks,298,0.85,False,False
2024-12-18,CSD-COLA-500ML,Carbonated Soft Drinks,347,0.85,False,False
2024-12-19,CSD-COLA-500ML,Carbonated Soft Drinks,392,0.85,False,False
2024-12-20,CSD-COLA-500ML,Carbonated Soft Drinks,424,0.85,False,False
2024-12-21,CSD-COLA-500ML,Carbonated Soft Drinks,447,0.85,False,False
2024-12-22,CSD-COLA-500ML,Carbonated Soft Drinks,324,0.85,False,False
2024-12-23,CSD-COLA-500ML,Carbonated Soft Drinks,273,0.85,False,False
2024-12-24,CSD-COLA-500ML,Carbonated Soft Drinks,327,0.85,False,False
2024-12-25,CSD-COLA-500ML,Carbonated Soft Drinks,332,0.85,False,False
2024-12-26,CSD-COLA-500ML,Carbonated Soft Drinks,418,0.85,False,False
2024-12-27,CSD-COLA-500ML,Carbonated Soft Drinks,492,0.85,False,False
2024-12-28,CSD-COLA-500ML,Carbonated Soft Drinks,403,0.85,False,False
2024-12-29,CSD-COLA-500ML,Carbonated Soft Drinks,302,0.85,False,False
2024-12-30,CSD-COLA-500ML,Carbonated Soft Drinks,309,0.85,False,False
2024-12-31,CSD-COLA-500ML,Carbonated Soft Drinks,296,0.85,False,False
2022-01-01,CSD-ORANGE-500ML,Carbonated Soft Drinks,213,0.85,False,False
2022-01-02,CSD-ORANGE-500ML,Carbonated Soft Drinks,158,0.85,False,False
2022-01-03,CSD-ORANGE-500ML,Carbonated Soft Drinks,145,0.85,False,False
2022-01-04,CSD-ORANGE-500ML,Carbonated Soft Drinks,150,0.85,False,False
2022-01-05,CSD-ORANGE-500ML,Carbonated Soft Drinks,186,0.85,False,False
2022-01-06,CSD-ORANGE-500ML,Carbonated Soft Drinks,185,0.85,False,False
2022-01-07,CSD-ORANGE-500ML,Carbonated Soft Drinks,229,0.85,False,False
2022-01-08,CSD-ORANGE-500ML,Carbonated Soft Drinks,200,0.85,False,False
2022-01-09,CSD-ORANGE-500ML,Carbonated Soft Drinks,156,0.85,False,False
2022-01-10,CSD-ORANGE-500ML,Carbonated Soft Drinks,122,0.85,False,False
2022-01-11,CSD-ORANGE-500ML,Carbonated Soft Drinks,0,0.85,False,True
2022-01-12,CSD-ORANGE-500ML,Carbonated Soft Drinks,163,0.85,False,False
2022-01-13,CSD-ORANGE-500ML,Carbonated Soft Drinks,190,0.85,False,False
2022-01-14,CSD-ORANGE-500ML,Carbonated Soft Drinks,159,0.85,False,False
2022-01-15,CSD-ORANGE-500ML,Carbonated Soft Drinks,203,0.85,False,False
2022-01-16,CSD-ORANGE-500ML,Carbonated Soft Drinks,148,0.85,False,False
2022-01-17,CSD-ORANGE-500ML,Carbonated Soft Drinks,173,0.85,False,False
2022-01-18,CSD-ORANGE-500ML,Carbonated Soft Drinks,126,0.85,False,False
2022-01-19,CSD-ORANGE-500ML,Carbonated Soft Drinks,150,0.85,False,False
2022-01-20,CSD-ORANGE-500ML,Carbonated Soft Drinks,151,0.85,False,False
2022-01-21,CSD-ORANGE-500ML,Carbonated Soft Drinks,164,0.85,False,False
2022-01-22,CSD-ORANGE-500ML,Carbonated Soft Drinks,178,0.85,False,False
2022-01-23,CSD-ORANGE-500ML,Carbonated Soft Drinks,176,0.85,False,False
2022-01-24,CSD-ORANGE-500ML,Carbonated Soft Drinks,173,0.85,False,False
2022-01-25,CSD-ORANGE-500ML,Carbonated Soft Drinks,151,0.85,False,False
2022-01-26,CSD-ORANGE-500ML,Carbonated Soft Drinks,0,0.85,False,True
2022-01-27,CSD-ORANGE-500ML,Carbonated Soft Drinks,166,0.85,False,False
2022-01-28,CSD-ORANGE-500ML,Carbonated Soft Drinks,190,0.85,False,False
2022-01-29,CSD-ORANGE-500ML,Carbonated Soft Drinks,195,0.85,False,False
2022-01-30,CSD-ORANGE-500ML,Carbonated Soft Drinks,140,0.85,False,False
2022-01-31,CSD-ORANGE-500ML,Carbonated Soft Drinks,148,0.85,False,False
2022-02-01,CSD-ORANGE-500ML,Carbonated Soft Drinks,155,0.85,False,False
2022-02-02,CSD-ORANGE-500ML,Carbonated Soft Drinks,171,0.85,False,False
2022-02-03,CSD-ORANGE-500ML,Carbonated Soft Drinks,188,0.85,False,False
2022-02-04,CSD-ORANGE-500ML,Carbonated Soft Drinks,285,0.85,False,False
2022-02-05,CSD-ORANGE-500ML,Carbonated Soft Drinks,248,0.85,False,False
2022-02-06,CSD-ORANGE-500ML,Carbonated Soft Drinks,173,0.85,False,False
2022-02-07,CSD-ORANGE-500ML,Carbonated Soft Drinks,144,0.85,False,False
2022-02-08,CSD-ORANGE-500ML,Carbonated Soft Drinks,177,0.85,False,False
2022-02-09,CSD-ORANGE-500ML,Carbonated Soft Drinks,172,0.85,False,False
2022-02-10,CSD-ORANGE-500ML,Carbonated Soft Drinks,169,0.85,False,False
2022-02-11,CSD-ORANGE-500ML,Carbonated Soft Drinks,176,0.85,False,False
2022-02-12,CSD-ORANGE-500ML,Carbonated Soft Drinks,210,0.85,False,False
2022-02-13,CSD-ORANGE-500ML,Carbonated Soft Drinks,163,0.85,False,False
2022-02-14,CSD-ORANGE-500ML,Carbonated Soft Drinks,218,0.85,False,False
2022-02-15,CSD-ORANGE-500ML,Carbonated Soft Drinks,158,0.85,False,False
2022-02-16,CSD-ORANGE-500ML,Carbonated Soft Drinks,149,0.85,False,False
2022-02-17,CSD-ORANGE-500ML,Carbonated Soft Drinks,174,0.85,False,False
2022-02-18,CSD-ORANGE-500ML,Carbonated Soft Drinks,177,0.85,False,False
2022-02-19,CSD-ORANGE-500ML,Carbonated Soft Drinks,219,0.85,False,False
2022-02-20,CSD-ORANGE-500ML,Carbonated Soft Drinks,130,0.85,False,False
2022-02-21,CSD-ORANGE-500ML,Carbonated Soft Drinks,138,0.85,False,False
2022-02-22,CSD-ORANGE-500ML,Carbonated Soft Drinks,133,0.85,False,False
2022-02-23,CSD-ORANGE-500ML,Carbonated Soft Drinks,146,0.85,False,False
2022-02-24,CSD-ORANGE-500ML,Carbonated Soft Drinks,170,0.85,False,False
2022-02-25,CSD-ORANGE-500ML,Carbonated Soft Drinks,216,0.85,False,False
2022-02-26,CSD-ORANGE-500ML,Carbonated Soft Drinks,186,0.85,False,False
2022-02-27,CSD-ORANGE-500ML,Carbonated Soft Drinks,148,0.85,False,False
2022-02-28,CSD-ORANGE-500ML,Carbonated Soft Drinks,174,0.85,False,False
2022-03-01,CSD-ORANGE-500ML,Carbonated Soft Drinks,168,0.85,False,False
2022-03-02,CSD-ORANGE-500ML,Carbonated Soft Drinks,204,0.85,False,False
2022-03-03,CSD-ORANGE-500ML,Carbonated Soft Drinks,271,0.85,False,False
2022-03-04,CSD-ORANGE-500ML,Carbonated Soft Drinks,336,0.85,True,False
2022-03-05,CSD-ORANGE-500ML,Carbonated Soft Drinks,290,0.85,False,False
2022-03-06,CSD-ORANGE-500ML,Carbonated Soft Drinks,164,0.85,False,False
2022-03-07,CSD-ORANGE-500ML,Carbonated Soft Drinks,232,0.85,False,False
2022-03-08,CSD-ORANGE-500ML,Carbonated Soft Drinks,194,0.85,False,False
2022-03-09,CSD-ORANGE-500ML,Carbonated Soft Drinks,201,0.85,False,False
2022-03-10,CSD-ORANGE-500ML,Carbonated Soft Drinks,208,0.85,False,False
2022-03-11,CSD-ORANGE-500ML,Carbonated Soft Drinks,291,0.85,False,False
2022-03-12,CSD-ORANGE-500ML,Carbonated Soft Drinks,288,0.85,False,False
2022-03-13,CSD-ORANGE-500ML,Carbonated Soft Drinks,208,0.85,False,False
2022-03-14,CSD-ORANGE-500ML,Carbonated Soft Drinks,183,0.85,False,False
2022-03-15,CSD-ORANGE-500ML,Carbonated Soft Drinks,215,0.85,False,False
2022-03-16,CSD-ORANGE-500ML,Carbonated Soft Drinks,206,0.85,False,False
2022-03-17,CSD-ORANGE-500ML,Carbonated Soft Drinks,282,0.85,False,False
2022-03-18,CSD-ORANGE-500ML,Carbonated Soft Drinks,220,0.85,False,False
2022-03-19,CSD-ORANGE-500ML,Carbonated Soft Drinks,238,0.85,False,False
2022-03-20,CSD-ORANGE-500ML,Carbonated Soft Drinks,236,0.85,False,False
2022-03-21,CSD-ORANGE-500ML,Carbonated Soft Drinks,207,0.85,False,False
2022-03-22,CSD-ORANGE-500ML,Carbonated Soft Drinks,211,0.85,False,False
2022-03-23,CSD-ORANGE-500ML,Carbonated Soft Drinks,189,0.85,False,False
2022-03-24,CSD-ORANGE-500ML,Carbonated Soft Drinks,255,0.85,False,False
2022-03-25,CSD-ORANGE-500ML,Carbonated Soft Drinks,292,0.85,False,False
2022-03-26,CSD-ORANGE-500ML,Carbonated Soft Drinks,216,0.85,False,False
2022-03-27,CSD-ORANGE-500ML,Carbonated Soft Drinks,213,0.85,False,False
2022-03-28,CSD-ORANGE-500ML,Carbonated Soft Drinks,162,0.85,False,False
2022-03-29,CSD-ORANGE-500ML,Carbonated Soft Drinks,201,0.85,False,False
2022-03-30,CSD-ORANGE-500ML,Carbonated Soft Drinks,192,0.85,False,False
2022-03-31,CSD-ORANGE-500ML,Carbonated Soft Drinks,209,0.85,False,False
2022-04-01,CSD-ORANGE-500ML,Carbonated Soft Drinks,330,0.85,False,False
2022-04-02,CSD-ORANGE-500ML,Carbonated Soft Drinks,322,0.85,False,False
2022-04-03,CSD-ORANGE-500ML,Carbonated Soft Drinks,257,0.85,False,False
2022-04-04,CSD-ORANGE-500ML,Carbonated Soft Drinks,231,0.85,False,False
2022-04-05,CSD-ORANGE-500ML,Carbonated Soft Drinks,285,0.85,True,False
2022-04-06,CSD-ORANGE-500ML,Carbonated Soft Drinks,288,0.85,False,False
2022-04-07,CSD-ORANGE-500ML,Carbonated Soft Drinks,235,0.85,False,False
2022-04-08,CSD-ORANGE-500ML,Carbonated Soft Drinks,341,0.85,False,False
2022-04-09,CSD-ORANGE-500ML,Carbonated Soft Drinks,298,0.85,False,False
2022-04-10,CSD-ORANGE-500ML,Carbonated Soft Drinks,222,0.85,False,False
2022-04-11,CSD-ORANGE-500ML,Carbonated Soft Drinks,231,0.85,False,False
2022-04-12,CSD-ORANGE-500ML,Carbonated Soft Drinks,220,0.85,False,False
2022-04-13,CSD-ORANGE-500ML,Carbonated Soft Drinks,269,0.85,False,False
2022-04-14,CSD-ORANGE-500ML,Carbonated Soft Drinks,282,0.85,False,False
2022-04-15,CSD-ORANGE-500ML,Carbonated Soft Drinks,335,0.85,False,False
2022-04-16,CSD-ORANGE-500ML,Carbonated Soft Drinks,343,0.85,False,False
2022-04-17,CSD-ORANGE-500ML,Carbonated Soft Drinks,198,0.85,False,False
2022-04-18,CSD-ORANGE-500ML,Carbonated Soft Drinks,266,0.85,False,False
2022-04-19,CSD-ORANGE-500ML,Carbonated Soft Drinks,219,0.85,False,False
2022-04-20,CSD-ORANGE-500ML,Carbonated Soft Drinks,0,0.85,False,True
2022-04-21,CSD-ORANGE-500ML,Carbonated Soft Drinks,245,0.85,False,False
2022-04-22,CSD-ORANGE-500ML,Carbonated Soft Drinks,306,0.85,False,False
2022-04-23,CSD-ORANGE-500ML,Carbonated Soft Drinks,322,0.85,False,False
2022-04-24,CSD-ORANGE-500ML,Carbonated Soft Drinks,214,0.85,False,False
2022-04-25,CSD-ORANGE-500ML,Carbonated Soft Drinks,265,0.85,False,False
2022-04-26,CSD-ORANGE-500ML,Carbonated Soft Drinks,183,0.85,False,False
2022-04-27,CSD-ORANGE-500ML,Carbonated Soft Drinks,282,0.85,False,False
2022-04-28,CSD-ORANGE-500ML,Carbonated Soft Drinks,257,0.85,False,False
2022-04-29,CSD-ORANGE-500ML,Carbonated Soft Drinks,265,0.85,False,False
2022-04-30,CSD-ORANGE-500ML,Carbonated Soft Drinks,313,0.85,False,False
2022-05-01,CSD-ORANGE-500ML,Carbonated Soft Drinks,313,0.85,False,False
2022-05-02,CSD-ORANGE-500ML,Carbonated Soft Drinks,292,0.85,False,False
2022-05-03,CSD-ORANGE-500ML,Carbonated Soft Drinks,248,0.85,False,False
2022-05-04,CSD-ORANGE-500ML,Carbonated Soft Drinks,325,0.85,False,False
2022-05-05,CSD-ORANGE-500ML,Carbonated Soft Drinks,327,0.85,False,False
2022-05-06,CSD-ORANGE-500ML,Carbonated Soft Drinks,356,0.85,False,False
2022-05-07,CSD-ORANGE-500ML,Carbonated Soft Drinks,392,0.85,False,False
2022-05-08,CSD-ORANGE-500ML,Carbonated Soft Drinks,249,0.85,False,False
2022-05-09,CSD-ORANGE-500ML,Carbonated Soft Drinks,268,0.85,False,False
