InvoiceNo,CustomerID,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Country,Archetype
502303,10108,2024-05-08,SKU-1003,Notebook Set,1,12.5,United Kingdom,Champion
502304,10108,2024-06-11,SKU-1007,Wireless Mouse,3,21.5,United Kingdom,Champion
502305,10108,2024-07-21,SKU-1001,Ceramic Mug,8,6.5,United Kingdom,Champion
502306,10108,2024-07-27,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Champion
502306,10108,2024-07-27,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
502306,10108,2024-07-27,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
502307,10108,2024-08-01,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502307,10108,2024-08-01,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
502307,10108,2024-08-01,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
502308,10108,2024-08-19,SKU-1003,Notebook Set,4,12.5,United Kingdom,Champion
502308,10108,2024-08-19,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
502308,10108,2024-08-19,SKU-1003,Notebook Set,4,12.5,United Kingdom,Champion
502309,10108,2024-08-29,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502309,10108,2024-08-29,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
502310,10108,2024-10-08,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Champion
502310,10108,2024-10-08,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Champion
502310,10108,2024-10-08,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Champion
502311,10108,2024-10-16,SKU-1008,Water Bottle,5,14.0,United Kingdom,Champion
502312,10108,2024-11-03,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502312,10108,2024-11-03,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502312,10108,2024-11-03,SKU-1002,Tote Bag,4,9.0,United Kingdom,Champion
502313,10108,2024-12-07,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502313,10108,2024-12-07,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
502314,10109,2023-01-13,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Champion
502314,10109,2023-01-13,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502314,10109,2023-01-13,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
502315,10109,2023-01-16,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
502315,10109,2023-01-16,SKU-1003,Notebook Set,5,12.5,United Kingdom,Champion
502316,10109,2023-03-23,SKU-1006,Candle Trio,6,18.0,United Kingdom,Champion
502317,10109,2023-05-23,SKU-1003,Notebook Set,11,12.5,United Kingdom,Champion
502318,10109,2023-05-23,SKU-1001,Ceramic Mug,16,6.5,United Kingdom,Champion
502319,10109,2023-06-26,SKU-1010,Cushion Cover,6,15.5,United Kingdom,Champion
502320,10109,2023-08-15,SKU-1001,Ceramic Mug,17,6.5,United Kingdom,Champion
502321,10109,2023-08-28,SKU-1006,Candle Trio,4,18.0,United Kingdom,Champion
502321,10109,2023-08-28,SKU-1008,Water Bottle,5,14.0,United Kingdom,Champion
502322,10109,2023-09-11,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
502322,10109,2023-09-11,SKU-1006,Candle Trio,4,18.0,United Kingdom,Champion
502323,10109,2023-10-22,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502323,10109,2023-10-22,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
502324,10109,2023-10-27,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
502324,10109,2023-10-27,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
502324,10109,2023-10-27,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502325,10109,2023-11-05,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
502325,10109,2023-11-05,SKU-1001,Ceramic Mug,4,6.5,United Kingdom,Champion
502326,10109,2023-11-28,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
502326,10109,2023-11-28,SKU-1003,Notebook Set,1,12.5,United Kingdom,Champion
502326,10109,2023-11-28,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502327,10109,2024-01-13,SKU-1008,Water Bottle,4,14.0,United Kingdom,Champion
502328,10109,2024-01-22,SKU-1009,Photo Frame,5,10.0,United Kingdom,Champion
502328,10109,2024-01-22,SKU-1003,Notebook Set,4,12.5,United Kingdom,Champion
502329,10109,2024-04-07,SKU-1003,Notebook Set,8,12.5,United Kingdom,Champion
502330,10109,2024-04-21,SKU-1010,Cushion Cover,6,15.5,United Kingdom,Champion
502331,10109,2024-05-21,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
502331,10109,2024-05-21,SKU-1006,Candle Trio,3,18.0,United Kingdom,Champion
502332,10109,2024-08-07,SKU-1007,Wireless Mouse,6,21.5,United Kingdom,Champion
502333,10109,2024-08-15,SKU-1008,Water Bottle,5,14.0,United Kingdom,Champion
502334,10109,2024-08-18,SKU-1008,Water Bottle,1,14.0,United Kingdom,Champion
502334,10109,2024-08-18,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
502334,10109,2024-08-18,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
502335,10109,2024-09-17,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
502335,10109,2024-09-17,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
502335,10109,2024-09-17,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
502336,10109,2024-10-02,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
502337,10109,2024-11-02,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
502337,10109,2024-11-02,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
502337,10109,2024-11-02,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502338,10109,2024-11-06,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
502338,10109,2024-11-06,SKU-1001,Ceramic Mug,8,6.5,United Kingdom,Champion
502339,10109,2024-11-28,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
502339,10109,2024-11-28,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502339,10109,2024-11-28,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502340,10109,2024-12-17,SKU-1005,Throw Blanket,2,32.0,United Kingdom,Champion
502340,10109,2024-12-17,SKU-1009,Photo Frame,6,10.0,United Kingdom,Champion
502341,10109,2024-12-30,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502341,10109,2024-12-30,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502341,10109,2024-12-30,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502342,10110,2023-03-13,SKU-1007,Wireless Mouse,3,21.5,United Kingdom,Champion
502342,10110,2023-03-13,SKU-1005,Throw Blanket,2,32.0,United Kingdom,Champion
502343,10110,2023-05-16,SKU-1004,Desk Lamp,3,24.0,United Kingdom,Champion
502343,10110,2023-05-16,SKU-1002,Tote Bag,8,9.0,United Kingdom,Champion
502344,10110,2023-06-02,SKU-1009,Photo Frame,7,10.0,United Kingdom,Champion
502345,10110,2023-07-13,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502345,10110,2023-07-13,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502345,10110,2023-07-13,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
502346,10110,2023-07-16,SKU-1001,Ceramic Mug,15,6.5,United Kingdom,Champion
502347,10110,2023-09-04,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
502347,10110,2023-09-04,SKU-1008,Water Bottle,1,14.0,United Kingdom,Champion
502347,10110,2023-09-04,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,Champion
502348,10110,2023-10-19,SKU-1002,Tote Bag,6,9.0,United Kingdom,Champion
502349,10110,2023-10-31,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
502349,10110,2023-10-31,SKU-1002,Tote Bag,4,9.0,United Kingdom,Champion
502349,10110,2023-10-31,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
502350,10110,2023-11-10,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
502350,10110,2023-11-10,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
502351,10110,2023-11-16,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
502352,10110,2023-11-17,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
502352,10110,2023-11-17,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
502353,10110,2024-02-10,SKU-1001,Ceramic Mug,10,6.5,United Kingdom,Champion
502354,10110,2024-02-13,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
502354,10110,2024-02-13,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
502354,10110,2024-02-13,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502355,10110,2024-02-15,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
502356,10110,2024-04-02,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
502356,10110,2024-04-02,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
502356,10110,2024-04-02,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502357,10110,2024-04-11,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
502357,10110,2024-04-11,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
502358,10110,2024-04-24,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
502358,10110,2024-04-24,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
502358,10110,2024-04-24,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502359,10110,2024-04-29,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502359,10110,2024-04-29,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
502360,10110,2024-06-29,SKU-1006,Candle Trio,3,18.0,United Kingdom,Champion
502360,10110,2024-06-29,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502361,10110,2024-07-19,SKU-1005,Throw Blanket,2,32.0,United Kingdom,Champion
502362,10110,2024-10-09,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502362,10110,2024-10-09,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
502362,10110,2024-10-09,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
502363,10110,2024-11-20,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
502363,10110,2024-11-20,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
502363,10110,2024-11-20,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
502364,10110,2024-12-21,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
502364,10110,2024-12-21,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
502364,10110,2024-12-21,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
502365,10111,2023-01-24,SKU-1005,Throw Blanket,1,32.0,Ireland,Champion
502365,10111,2023-01-24,SKU-1003,Notebook Set,4,12.5,Ireland,Champion
502366,10111,2023-04-06,SKU-1001,Ceramic Mug,4,6.5,Ireland,Champion
502366,10111,2023-04-06,SKU-1001,Ceramic Mug,4,6.5,Ireland,Champion
502366,10111,2023-04-06,SKU-1004,Desk Lamp,1,24.0,Ireland,Champion
502367,10111,2023-04-07,SKU-1005,Throw Blanket,1,32.0,Ireland,Champion
502367,10111,2023-04-07,SKU-1007,Wireless Mouse,1,21.5,Ireland,Champion
502367,10111,2023-04-07,SKU-1007,Wireless Mouse,1,21.5,Ireland,Champion
502368,10111,2023-05-24,SKU-1009,Photo Frame,7,10.0,Ireland,Champion
502368,10111,2023-05-24,SKU-1010,Cushion Cover,4,15.5,Ireland,Champion
502369,10111,2023-06-08,SKU-1001,Ceramic Mug,6,6.5,Ireland,Champion
502369,10111,2023-06-08,SKU-1002,Tote Bag,4,9.0,Ireland,Champion
502370,10111,2023-06-27,SKU-1001,Ceramic Mug,15,6.5,Ireland,Champion
502371,10111,2023-07-06,SKU-1007,Wireless Mouse,1,21.5,Ireland,Champion
502371,10111,2023-07-06,SKU-1007,Wireless Mouse,1,21.5,Ireland,Champion
502371,10111,2023-07-06,SKU-1002,Tote Bag,2,9.0,Ireland,Champion
502372,10111,2023-07-14,SKU-1007,Wireless Mouse,6,21.5,Ireland,Champion
502373,10111,2023-07-22,SKU-1010,Cushion Cover,2,15.5,Ireland,Champion
502373,10111,2023-07-22,SKU-1004,Desk Lamp,1,24.0,Ireland,Champion
502373,10111,2023-07-22,SKU-1002,Tote Bag,3,9.0,Ireland,Champion
502374,10111,2023-09-26,SKU-1006,Candle Trio,1,18.0,Ireland,Champion
502374,10111,2023-09-26,SKU-1003,Notebook Set,2,12.5,Ireland,Champion
502374,10111,2023-09-26,SKU-1010,Cushion Cover,2,15.5,Ireland,Champion
502375,10111,2023-11-09,SKU-1007,Wireless Mouse,2,21.5,Ireland,Champion
502376,10111,2023-12-03,SKU-1002,Tote Bag,5,9.0,Ireland,Champion
502376,10111,2023-12-03,SKU-1006,Candle Trio,2,18.0,Ireland,Champion
502376,10111,2023-12-03,SKU-1008,Water Bottle,3,14.0,Ireland,Champion
502377,10111,2023-12-13,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502377,10111,2023-12-13,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502377,10111,2023-12-13,SKU-1006,Candle Trio,2,18.0,Ireland,Champion
502378,10111,2024-01-09,SKU-1005,Throw Blanket,1,32.0,Ireland,Champion
502378,10111,2024-01-09,SKU-1005,Throw Blanket,1,32.0,Ireland,Champion
502378,10111,2024-01-09,SKU-1005,Throw Blanket,1,32.0,Ireland,Champion
502379,10111,2024-02-20,SKU-1001,Ceramic Mug,5,6.5,Ireland,Champion
502379,10111,2024-02-20,SKU-1010,Cushion Cover,2,15.5,Ireland,Champion
502379,10111,2024-02-20,SKU-1009,Photo Frame,3,10.0,Ireland,Champion
502380,10111,2024-04-07,SKU-1010,Cushion Cover,1,15.5,Ireland,Champion
502380,10111,2024-04-07,SKU-1004,Desk Lamp,1,24.0,Ireland,Champion
502380,10111,2024-04-07,SKU-1010,Cushion Cover,1,15.5,Ireland,Champion
502381,10111,2024-04-22,SKU-1009,Photo Frame,4,10.0,Ireland,Champion
502381,10111,2024-04-22,SKU-1001,Ceramic Mug,6,6.5,Ireland,Champion
502381,10111,2024-04-22,SKU-1007,Wireless Mouse,2,21.5,Ireland,Champion
502382,10111,2024-05-09,SKU-1007,Wireless Mouse,3,21.5,Ireland,Champion
502383,10111,2024-06-13,SKU-1002,Tote Bag,12,9.0,Ireland,Champion
502384,10111,2024-06-24,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502384,10111,2024-06-24,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502385,10111,2024-07-28,SKU-1004,Desk Lamp,1,24.0,Ireland,Champion
502385,10111,2024-07-28,SKU-1003,Notebook Set,3,12.5,Ireland,Champion
502386,10111,2024-09-14,SKU-1008,Water Bottle,3,14.0,Ireland,Champion
502386,10111,2024-09-14,SKU-1001,Ceramic Mug,7,6.5,Ireland,Champion
502386,10111,2024-09-14,SKU-1001,Ceramic Mug,7,6.5,Ireland,Champion
502387,10111,2024-10-02,SKU-1010,Cushion Cover,3,15.5,Ireland,Champion
502387,10111,2024-10-02,SKU-1001,Ceramic Mug,6,6.5,Ireland,Champion
502387,10111,2024-10-02,SKU-1008,Water Bottle,3,14.0,Ireland,Champion
502388,10111,2024-10-26,SKU-1003,Notebook Set,9,12.5,Ireland,Champion
502389,10111,2024-11-24,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502389,10111,2024-11-24,SKU-1002,Tote Bag,4,9.0,Ireland,Champion
502389,10111,2024-11-24,SKU-1010,Cushion Cover,2,15.5,Ireland,Champion
502390,10111,2024-12-01,SKU-1004,Desk Lamp,2,24.0,Ireland,Champion
502390,10111,2024-12-01,SKU-1005,Throw Blanket,2,32.0,Ireland,Champion
502391,10111,2024-12-02,SKU-1008,Water Bottle,3,14.0,Ireland,Champion
502391,10111,2024-12-02,SKU-1003,Notebook Set,3,12.5,Ireland,Champion
502391,10111,2024-12-02,SKU-1006,Candle Trio,2,18.0,Ireland,Champion
502392,10112,2023-01-10,SKU-1003,Notebook Set,4,12.5,Germany,Champion
502393,10112,2023-02-14,SKU-1010,Cushion Cover,1,15.5,Germany,Champion
502393,10112,2023-02-14,SKU-1004,Desk Lamp,1,24.0,Germany,Champion
502393,10112,2023-02-14,SKU-1005,Throw Blanket,1,32.0,Germany,Champion
502394,10112,2023-02-18,SKU-1002,Tote Bag,14,9.0,Germany,Champion
502395,10112,2023-03-04,SKU-1002,Tote Bag,2,9.0,Germany,Champion
502395,10112,2023-03-04,SKU-1001,Ceramic Mug,3,6.5,Germany,Champion
502395,10112,2023-03-04,SKU-1007,Wireless Mouse,1,21.5,Germany,Champion
502396,10112,2023-04-22,SKU-1010,Cushion Cover,7,15.5,Germany,Champion
502397,10112,2023-05-22,SKU-1005,Throw Blanket,1,32.0,Germany,Champion
502397,10112,2023-05-22,SKU-1005,Throw Blanket,1,32.0,Germany,Champion
502397,10112,2023-05-22,SKU-1007,Wireless Mouse,2,21.5,Germany,Champion
502398,10112,2023-06-22,SKU-1003,Notebook Set,4,12.5,Germany,Champion
502398,10112,2023-06-22,SKU-1002,Tote Bag,6,9.0,Germany,Champion
502399,10112,2023-07-20,SKU-1008,Water Bottle,4,14.0,Germany,Champion
502399,10112,2023-07-20,SKU-1008,Water Bottle,4,14.0,Germany,Champion
502400,10112,2023-07-28,SKU-1006,Candle Trio,1,18.0,Germany,Champion
502400,10112,2023-07-28,SKU-1003,Notebook Set,2,12.5,Germany,Champion
502400,10112,2023-07-28,SKU-1010,Cushion Cover,1,15.5,Germany,Champion
502401,10112,2023-08-11,SKU-1007,Wireless Mouse,2,21.5,Germany,Champion
502401,10112,2023-08-11,SKU-1008,Water Bottle,3,14.0,Germany,Champion
502401,10112,2023-08-11,SKU-1006,Candle Trio,2,18.0,Germany,Champion
502402,10112,2023-10-30,SKU-1007,Wireless Mouse,1,21.5,Germany,Champion
502402,10112,2023-10-30,SKU-1009,Photo Frame,3,10.0,Germany,Champion
502402,10112,2023-10-30,SKU-1007,Wireless Mouse,1,21.5,Germany,Champion
502403,10112,2023-11-09,SKU-1004,Desk Lamp,1,24.0,Germany,Champion
502403,10112,2023-11-09,SKU-1007,Wireless Mouse,1,21.5,Germany,Champion
502403,10112,2023-11-09,SKU-1003,Notebook Set,2,12.5,Germany,Champion
502404,10112,2023-11-11,SKU-1002,Tote Bag,9,9.0,Germany,Champion
502405,10112,2024-06-20,SKU-1005,Throw Blanket,1,32.0,Germany,Champion
502405,10112,2024-06-20,SKU-1006,Candle Trio,2,18.0,Germany,Champion
502405,10112,2024-06-20,SKU-1002,Tote Bag,3,9.0,Germany,Champion
502406,10112,2024-07-15,SKU-1010,Cushion Cover,4,15.5,Germany,Champion
502406,10112,2024-07-15,SKU-1003,Notebook Set,5,12.5,Germany,Champion
502407,10112,2024-09-06,SKU-1005,Throw Blanket,2,32.0,Germany,Champion
502407,10112,2024-09-06,SKU-1009,Photo Frame,5,10.0,Germany,Champion
502408,10112,2024-12-30,SKU-1009,Photo Frame,4,10.0,Germany,Champion
502409,10113,2023-03-07,SKU-1006,Candle Trio,2,18.0,France,Champion
502409,10113,2023-03-07,SKU-1007,Wireless Mouse,2,21.5,France,Champion
502410,10113,2023-04-20,SKU-1008,Water Bottle,2,14.0,France,Champion
502410,10113,2023-04-20,SKU-1009,Photo Frame,2,10.0,France,Champion
502411,10113,2023-04-21,SKU-1003,Notebook Set,6,12.5,France,Champion
502412,10113,2023-05-14,SKU-1010,Cushion Cover,2,15.5,France,Champion
502412,10113,2023-05-14,SKU-1003,Notebook Set,2,12.5,France,Champion
502413,10113,2023-05-22,SKU-1009,Photo Frame,3,10.0,France,Champion
502413,10113,2023-05-22,SKU-1003,Notebook Set,2,12.5,France,Champion
502413,10113,2023-05-22,SKU-1009,Photo Frame,3,10.0,France,Champion
502414,10113,2023-05-25,SKU-1001,Ceramic Mug,2,6.5,France,Champion
502414,10113,2023-05-25,SKU-1009,Photo Frame,2,10.0,France,Champion
502414,10113,2023-05-25,SKU-1002,Tote Bag,2,9.0,France,Champion
502415,10113,2023-10-16,SKU-1006,Candle Trio,2,18.0,France,Champion
502416,10113,2023-10-23,SKU-1006,Candle Trio,2,18.0,France,Champion
502416,10113,2023-10-23,SKU-1001,Ceramic Mug,7,6.5,France,Champion
502417,10113,2023-10-30,SKU-1010,Cushion Cover,1,15.5,France,Champion
502417,10113,2023-10-30,SKU-1004,Desk Lamp,1,24.0,France,Champion
502417,10113,2023-10-30,SKU-1008,Water Bottle,2,14.0,France,Champion
502418,10113,2023-11-10,SKU-1009,Photo Frame,2,10.0,France,Champion
502418,10113,2023-11-10,SKU-1009,Photo Frame,2,10.0,France,Champion
502418,10113,2023-11-10,SKU-1005,Throw Blanket,1,32.0,France,Champion
502419,10113,2024-02-12,SKU-1004,Desk Lamp,6,24.0,France,Champion
502420,10113,2024-02-14,SKU-1007,Wireless Mouse,3,21.5,France,Champion
502421,10113,2024-02-25,SKU-1003,Notebook Set,7,12.5,France,Champion
502422,10113,2024-02-29,SKU-1007,Wireless Mouse,2,21.5,France,Champion
502422,10113,2024-02-29,SKU-1010,Cushion Cover,3,15.5,France,Champion
502423,10113,2024-05-29,SKU-1010,Cushion Cover,8,15.5,France,Champion
502424,10113,2024-06-19,SKU-1009,Photo Frame,4,10.0,France,Champion
502424,10113,2024-06-19,SKU-1007,Wireless Mouse,2,21.5,France,Champion
502424,10113,2024-06-19,SKU-1009,Photo Frame,4,10.0,France,Champion
502425,10113,2024-06-20,SKU-1004,Desk Lamp,5,24.0,France,Champion
502426,10113,2024-07-17,SKU-1007,Wireless Mouse,3,21.5,France,Champion
502427,10113,2024-09-23,SKU-1005,Throw Blanket,1,32.0,France,Champion
502427,10113,2024-09-23,SKU-1002,Tote Bag,3,9.0,France,Champion
502428,10113,2024-09-24,SKU-1010,Cushion Cover,3,15.5,France,Champion
502428,10113,2024-09-24,SKU-1002,Tote Bag,6,9.0,France,Champion
502429,10113,2024-10-09,SKU-1002,Tote Bag,9,9.0,France,Champion
502430,10113,2024-11-14,SKU-1005,Throw Blanket,3,32.0,France,Champion
502431,10113,2024-12-07,SKU-1006,Candle Trio,2,18.0,France,Champion
502431,10113,2024-12-07,SKU-1001,Ceramic Mug,7,6.5,France,Champion
502432,10113,2024-12-30,SKU-1006,Candle Trio,2,18.0,France,Champion
502432,10113,2024-12-30,SKU-1001,Ceramic Mug,6,6.5,France,Champion
502432,10113,2024-12-30,SKU-1006,Candle Trio,2,18.0,France,Champion
502433,10114,2023-03-29,SKU-1001,Ceramic Mug,4,6.5,Spain,Champion
502433,10114,2023-03-29,SKU-1003,Notebook Set,2,12.5,Spain,Champion
502433,10114,2023-03-29,SKU-1008,Water Bottle,2,14.0,Spain,Champion
502434,10114,2023-05-02,SKU-1006,Candle Trio,7,18.0,Spain,Champion
502435,10114,2023-05-05,SKU-1010,Cushion Cover,2,15.5,Spain,Champion
502435,10114,2023-05-05,SKU-1009,Photo Frame,3,10.0,Spain,Champion
502436,10114,2023-05-06,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
502436,10114,2023-05-06,SKU-1007,Wireless Mouse,1,21.5,Spain,Champion
502436,10114,2023-05-06,SKU-1010,Cushion Cover,2,15.5,Spain,Champion
502437,10114,2023-06-25,SKU-1001,Ceramic Mug,9,6.5,Spain,Champion
502437,10114,2023-06-25,SKU-1007,Wireless Mouse,3,21.5,Spain,Champion
502438,10114,2023-09-22,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
502438,10114,2023-09-22,SKU-1002,Tote Bag,3,9.0,Spain,Champion
502438,10114,2023-09-22,SKU-1007,Wireless Mouse,1,21.5,Spain,Champion
502439,10114,2023-11-05,SKU-1008,Water Bottle,2,14.0,Spain,Champion
502439,10114,2023-11-05,SKU-1007,Wireless Mouse,1,21.5,Spain,Champion
502439,10114,2023-11-05,SKU-1006,Candle Trio,2,18.0,Spain,Champion
502440,10114,2023-11-19,SKU-1001,Ceramic Mug,3,6.5,Spain,Champion
502440,10114,2023-11-19,SKU-1010,Cushion Cover,1,15.5,Spain,Champion
502440,10114,2023-11-19,SKU-1003,Notebook Set,2,12.5,Spain,Champion
502441,10114,2024-02-22,SKU-1007,Wireless Mouse,1,21.5,Spain,Champion
502441,10114,2024-02-22,SKU-1006,Candle Trio,1,18.0,Spain,Champion
502442,10114,2024-06-01,SKU-1010,Cushion Cover,1,15.5,Spain,Champion
502442,10114,2024-06-01,SKU-1009,Photo Frame,2,10.0,Spain,Champion
502443,10114,2024-06-19,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
502443,10114,2024-06-19,SKU-1008,Water Bottle,3,14.0,Spain,Champion
502444,10114,2024-09-01,SKU-1008,Water Bottle,4,14.0,Spain,Champion
502444,10114,2024-09-01,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
502445,10114,2024-10-05,SKU-1009,Photo Frame,5,10.0,Spain,Champion
502446,10114,2024-10-10,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
502446,10114,2024-10-10,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
502446,10114,2024-10-10,SKU-1002,Tote Bag,5,9.0,Spain,Champion
502447,10114,2024-11-20,SKU-1010,Cushion Cover,3,15.5,Spain,Champion
502447,10114,2024-11-20,SKU-1003,Notebook Set,3,12.5,Spain,Champion
502448,10114,2024-12-11,SKU-1006,Candle Trio,4,18.0,Spain,Champion
502448,10114,2024-12-11,SKU-1009,Photo Frame,7,10.0,Spain,Champion
502449,10115,2023-01-12,SKU-1002,Tote Bag,13,9.0,France,Champion
502450,10115,2023-02-21,SKU-1001,Ceramic Mug,6,6.5,France,Champion
502450,10115,2023-02-21,SKU-1002,Tote Bag,4,9.0,France,Champion
502450,10115,2023-02-21,SKU-1004,Desk Lamp,2,24.0,France,Champion
502451,10115,2023-03-05,SKU-1007,Wireless Mouse,2,21.5,France,Champion
502451,10115,2023-03-05,SKU-1004,Desk Lamp,2,24.0,France,Champion
502451,10115,2023-03-05,SKU-1009,Photo Frame,5,10.0,France,Champion
502452,10115,2023-04-15,SKU-1003,Notebook Set,4,12.5,France,Champion
502452,10115,2023-04-15,SKU-1001,Ceramic Mug,7,6.5,France,Champion
502452,10115,2023-04-15,SKU-1008,Water Bottle,3,14.0,France,Champion
502453,10115,2023-06-12,SKU-1001,Ceramic Mug,4,6.5,France,Champion
502453,10115,2023-06-12,SKU-1001,Ceramic Mug,4,6.5,France,Champion
502453,10115,2023-06-12,SKU-1002,Tote Bag,3,9.0,France,Champion
502454,10115,2023-06-23,SKU-1007,Wireless Mouse,1,21.5,France,Champion
502454,10115,2023-06-23,SKU-1008,Water Bottle,2,14.0,France,Champion
502455,10115,2023-06-30,SKU-1008,Water Bottle,4,14.0,France,Champion
502455,10115,2023-06-30,SKU-1003,Notebook Set,5,12.5,France,Champion
502456,10115,2023-08-27,SKU-1003,Notebook Set,5,12.5,France,Champion
502456,10115,2023-08-27,SKU-1003,Notebook Set,5,12.5,France,Champion
502457,10115,2023-09-02,SKU-1005,Throw Blanket,3,32.0,France,Champion
502458,10115,2023-09-03,SKU-1008,Water Bottle,5,14.0,France,Champion
502458,10115,2023-09-03,SKU-1004,Desk Lamp,3,24.0,France,Champion
502459,10115,2023-09-30,SKU-1009,Photo Frame,3,10.0,France,Champion
